iter	MultiClass
0	0.2409997548
1	0.1386936165
2	0.08365831728
3	0.05659583378
4	0.03722435644
5	0.03009083264
6	0.02435376226
7	0.01972577678
8	0.01667665171
9	0.01560016444
10	0.01422043624
11	0.01347643595
12	0.01209312263
13	0.01133583219
14	0.01016369924
15	0.009322259165
16	0.008796750264
17	0.008313966671
18	0.007095290617
19	0.00674392413
20	0.006359502173
21	0.006136218158
22	0.005987611882
23	0.005467910475
24	0.005382157267
25	0.005140199733
26	0.005049539103
27	0.004919806052
28	0.004763332202
29	0.004719355762
30	0.004518419014
31	0.004473240958
32	0.004308136714
33	0.004285859434
34	0.004141103501
35	0.004116546146
36	0.004082662565
37	0.003963765166
38	0.003865414688
39	0.003826352988
40	0.003749884142
41	0.003644462637
42	0.003595362341
43	0.003496626831
44	0.003460679902
45	0.003371759368
46	0.003231507076
47	0.003074001873
48	0.003028033003
49	0.00300595906
50	0.002936862897
51	0.00285656152
52	0.00279357275
53	0.002773752074
54	0.002735313324
55	0.002692582947
56	0.002655905071
57	0.002640395183
58	0.002601322312
59	0.00255374907
60	0.002512887358
61	0.002484789765
62	0.002460768939
63	0.002380309957
64	0.002371294751
65	0.002316316913
66	0.002281868882
67	0.002257012294
68	0.002244924728
69	0.00221452013
70	0.002177834767
71	0.002144338418
72	0.00208813204
73	0.002056074273
74	0.002037338954
75	0.001997920228
76	0.001962434391
77	0.001930697621
78	0.001917226824
79	0.001887976267
80	0.001872204271
81	0.001851398239
82	0.001841327308
83	0.001810838934
84	0.001776423618
85	0.001751260179
86	0.001736374186
87	0.001729557638
88	0.00171138996
89	0.001701462288
90	0.001697190626
91	0.001689115465
92	0.001683937509
93	0.001678292208
94	0.001665071776
95	0.001660528828
96	0.001619383657
97	0.001607355901
98	0.001596437781
99	0.001583141783
100	0.001575330789
101	0.00156569752
102	0.001550752895
103	0.00153117158
104	0.001515044071
105	0.001502192114
106	0.001499034292
107	0.001488136423
108	0.001460822009
109	0.001443945436
110	0.00142443082
111	0.00141193484
112	0.001397937994
113	0.001382878939
114	0.001364022347
115	0.001356973015
116	0.001351174991
117	0.001346681299
118	0.001342086235
119	0.001328856564
120	0.001324601267
121	0.001307715713
122	0.001299740653
123	0.00129373628
124	0.001286018137
125	0.001282841341
126	0.001276089529
127	0.001268470036
128	0.001252425618
129	0.001246025519
130	0.001241471521
131	0.001239278834
132	0.001232988993
133	0.001225979642
134	0.001218424947
135	0.001210697057
136	0.001195127013
137	0.001190770432
138	0.001188051438
139	0.001183065379
140	0.00118066511
141	0.00117765389
142	0.001175164927
143	0.001166668028
144	0.001159145553
145	0.001148826603
146	0.001147424677
147	0.001142870847
148	0.001134515922
149	0.001126063224
150	0.00112085158
151	0.001108754902
152	0.001100726471
153	0.00108602429
154	0.001084840372
155	0.001082515708
156	0.001080162731
157	0.001076609187
158	0.001068203112
159	0.001065236221
160	0.001062569517
161	0.001060831954
162	0.00105443991
163	0.001053044347
164	0.00104282114
165	0.001041703592
166	0.001038104274
167	0.001030637961
168	0.001029141209
169	0.001026966212
170	0.0010212925
171	0.001019901647
172	0.001013131199
173	0.001007319832
174	0.0010040065
175	0.001001611304
176	0.001000112942
177	0.0009960866106
178	0.0009920642515
179	0.0009905922137
180	0.0009812348364
181	0.0009762180645
182	0.0009708850686
183	0.0009649502851
184	0.0009636398996
185	0.0009622246237
186	0.0009544750158
187	0.000943657127
188	0.000942158075
189	0.0009417493778
190	0.0009399250187
191	0.0009390336656
192	0.0009381862594
193	0.000937010211
194	0.000934120664
195	0.0009338010476
196	0.0009277050011
197	0.0009270102221
198	0.0009251459183
199	0.0009223966136
200	0.0009194573568
201	0.0009191412069
202	0.000916553503
203	0.0009040013236
204	0.0009033160564
205	0.0009011158203
206	0.0008988297745
207	0.0008967203591
208	0.0008956177272
209	0.0008940843732
210	0.0008920912362
211	0.0008899882966
212	0.000888630362
213	0.0008876726958
214	0.0008873957649
215	0.0008825431371
216	0.0008819945274
217	0.0008817176839
218	0.0008805355765
219	0.0008756173463
220	0.0008744826137
221	0.0008727767746
222	0.0008725084081
223	0.0008629500619
224	0.000859540649
225	0.0008552870078
226	0.00085278463
227	0.0008522224775
228	0.0008503256293
229	0.000846338521
230	0.0008429751727
231	0.0008425562829
232	0.0008422458322
233	0.0008404936563
234	0.0008402870939
235	0.0008382082167
236	0.0008380185754
237	0.0008358513587
238	0.0008318133233
239	0.0008313446628
240	0.0008309206763
241	0.0008278406826
242	0.0008272383926
243	0.000825243026
244	0.0008248631331
245	0.0008247016511
246	0.0008244422546
247	0.0008235481933
248	0.000823392191
249	0.000823196584
250	0.0008213188498
251	0.0008206431008
252	0.000817650147
253	0.0008173153441
254	0.0008163386553
255	0.0008143692244
256	0.0008136267895
257	0.000813473045
258	0.0008133244613
259	0.0008123965221
260	0.0008091149034
261	0.0008073499189
262	0.0008064086594
263	0.0008056422007
264	0.0008048799957
265	0.0007966403816
266	0.0007946325135
267	0.000791139375
268	0.0007908070746
269	0.0007899013758
270	0.0007868582087
271	0.0007838531131
